Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      14/87          bool __gnu_cxx::operator!=<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [63]
                0.00    0.00      25/87          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [42]
                0.00    0.00      40/87          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [30]
[7]      0.0    0.00    0.00      87         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [7]
-----------------------------------------------
                0.00    0.00       6/76          std::__niter_base<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, true>::__b(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >) [68]
                0.00    0.00      70/76          bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [15]
[8]      0.0    0.00    0.00      76         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const [8]
-----------------------------------------------
                0.00    0.00       1/66          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [165]
                0.00    0.00       3/66          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [100]
                0.00    0.00       5/66          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator+(int const&) const [71]
                0.00    0.00       8/66          std::vector<std::string, std::allocator<std::string> >::insert(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [253]
                0.00    0.00      14/66          std::vector<std::string, std::allocator<std::string> >::end() [40]
                0.00    0.00      35/66          std::vector<std::string, std::allocator<std::string> >::begin() [16]
[9]      0.0    0.00    0.00      66         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [9]
-----------------------------------------------
                0.00    0.00      24/48          std::vector<std::string, std::allocator<std::string> >::begin() const [19]
                0.00    0.00      24/48          std::vector<std::string, std::allocator<std::string> >::end() const [18]
[10]     0.0    0.00    0.00      48         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [10]
-----------------------------------------------
                0.00    0.00      23/47          __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [25]
                0.00    0.00      24/47          std::vector<std::string, std::allocator<std::string> >::max_size() const [20]
[11]     0.0    0.00    0.00      47         __gnu_cxx::new_allocator<std::string>::max_size() const [11]
-----------------------------------------------
                0.00    0.00      20/44          std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [34]
                0.00    0.00      24/44          std::vector<std::string, std::allocator<std::string> >::max_size() const [20]
[12]     0.0    0.00    0.00      44         std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const [12]
-----------------------------------------------
                0.00    0.00       5/44          Parser::getWord(std::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >&, std::string&) [47]
                0.00    0.00      18/44          Runner::runChain(std::string, std::vector<Command, std::allocator<Command> >&, IOHandler&, DirHandler&, JobsHandler&, bool) [75]
                0.00    0.00      21/44          Parser::parseLine(std::string&, std::vector<Command, std::allocator<Command> >&) [74]
[13]     0.0    0.00    0.00      44         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [13]
-----------------------------------------------
                0.00    0.00       1/42          __gnu_cxx::new_allocator<Job>::construct(Job*, Job const&) [141]
                0.00    0.00       4/42          __gnu_cxx::new_allocator<Command>::construct(Command*, Command const&) [78]
                0.00    0.00      10/42          std::string* std::__uninitialized_copy<false>::uninitialized_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [21]
                0.00    0.00      13/42          __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [41]
                0.00    0.00      14/42          std::string* std::__uninitialized_copy<false>::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*) [26]
[14]     0.0    0.00    0.00      42         operator new(unsigned int, void*) [14]
-----------------------------------------------
                0.00    0.00      35/35          std::string* std::__uninitialized_copy<false>::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*) [26]
[15]     0.0    0.00    0.00      35         bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [15]
                0.00    0.00      70/76          __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const [8]
-----------------------------------------------
                0.00    0.00       3/35          std::vector<std::string, std::allocator<std::string> >::operator=(std::vector<std::string, std::allocator<std::string> > const&) [92]
                0.00    0.00       4/35          Parser::addCommand(std::vector<Command, std::allocator<Command> >&, std::vector<std::string, std::allocator<std::string> >&, std::string&, std::string&, bool&) [73]
                0.00    0.00       4/35          IOHandler::endIteration(std::vector<std::string, std::allocator<std::string> >&) [197]
                0.00    0.00       4/35          IOHandler::createIterationHistory() [200]
                0.00    0.00       8/35          std::vector<std::string, std::allocator<std::string> >::insert(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [253]
                0.00    0.00      12/35          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [42]
[16]     0.0    0.00    0.00      35         std::vector<std::string, std::allocator<std::string> >::begin() [16]
                0.00    0.00      35/66          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [9]
-----------------------------------------------
                0.00    0.00       1/33          std::string* std::vector<std::string, std::allocator<std::string> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > >(unsigned int, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >) [162]
                0.00    0.00      12/33          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [42]
                0.00    0.00      20/33          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [33]
[17]     0.0    0.00    0.00      33         std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [17]
                0.00    0.00      23/23          __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [25]
-----------------------------------------------
                0.00    0.00       4/24          std::vector<std::string, std::allocator<std::string> >::operator=(std::vector<std::string, std::allocator<std::string> > const&) [92]
                0.00    0.00      20/24          std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [34]
[18]     0.0    0.00    0.00      24         std::vector<std::string, std::allocator<std::string> >::end() const [18]
                0.00    0.00      24/48          __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [10]
-----------------------------------------------
                0.00    0.00       4/24          std::vector<std::string, std::allocator<std::string> >::operator=(std::vector<std::string, std::allocator<std::string> > const&) [92]
                0.00    0.00      20/24          std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [34]
[19]     0.0    0.00    0.00      24         std::vector<std::string, std::allocator<std::string> >::begin() const [19]
                0.00    0.00      24/48          __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [10]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [44]
[20]     0.0    0.00    0.00      24         std::vector<std::string, std::allocator<std::string> >::max_size() const [20]
                0.00    0.00      24/44          std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const [12]
                0.00    0.00      24/47          __gnu_cxx::new_allocator<std::string>::max_size() const [11]
-----------------------------------------------
                0.00    0.00      24/24          std::string* std::uninitialized_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [22]
[21]     0.0    0.00    0.00      24         std::string* std::__uninitialized_copy<false>::uninitialized_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [21]
                0.00    0.00      10/42          operator new(unsigned int, void*) [14]
-----------------------------------------------
                0.00    0.00      24/24          std::string* std::__uninitialized_copy_a<std::string*, std::string*, std::string>(std::string*, std::string*, std::string*, std::allocator<std::string>&) [23]
[22]     0.0    0.00    0.00      24         std::string* std::uninitialized_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [22]
                0.00    0.00      24/24          std::string* std::__uninitialized_copy<false>::uninitialized_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [21]
-----------------------------------------------
                0.00    0.00      24/24          std::string* std::__uninitialized_move_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&) [24]
[23]     0.0    0.00    0.00      24         std::string* std::__uninitialized_copy_a<std::string*, std::string*, std::string>(std::string*, std::string*, std::string*, std::allocator<std::string>&) [23]
                0.00    0.00      24/24          std::string* std::uninitialized_copy<std::string*, std::string*>(std::string*, std::string*, std::string*) [22]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [42]
[24]     0.0    0.00    0.00      24         std::string* std::__uninitialized_move_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&) [24]
                0.00    0.00      24/24          std::string* std::__uninitialized_copy_a<std::string*, std::string*, std::string>(std::string*, std::string*, std::string*, std::allocator<std::string>&) [23]
-----------------------------------------------
                0.00    0.00      23/23          std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [17]
[25]     0.0    0.00    0.00      23         __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [25]
                0.00    0.00      23/47          __gnu_cxx::new_allocator<std::string>::max_size() const [11]
-----------------------------------------------
                0.00    0.00      21/21          std::string* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*) [27]
[26]     0.0    0.00    0.00      21         std::string* std::__uninitialized_copy<false>::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*) [26]
                0.00    0.00      35/35          bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [15]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [39]
                0.00    0.00      14/42          operator new(unsigned int, void*) [14]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator++() [38]
-----------------------------------------------
                0.00    0.00      21/21          std::string* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::string>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::allocator<std::string>&) [28]
[27]     0.0    0.00    0.00      21         std::string* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*) [27]
                0.00    0.00      21/21          std::string* std::__uninitialized_copy<false>::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*) [26]
-----------------------------------------------
                0.00    0.00       1/21          std::string* std::vector<std::string, std::allocator<std::string> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > >(unsigned int, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >) [162]
                0.00    0.00      20/21          std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [34]
[28]     0.0    0.00    0.00      21         std::string* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::string>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::allocator<std::string>&) [28]
                0.00    0.00      21/21          std::string* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*) [27]
-----------------------------------------------
                0.00    0.00      20/20          std::allocator<std::string>::allocator(std::allocator<std::string> const&) [31]
[29]     0.0    0.00    0.00      20         __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [29]
-----------------------------------------------
                0.00    0.00       8/20          std::vector<std::string, std::allocator<std::string> >::insert(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [253]
                0.00    0.00      12/20          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [42]
[30]     0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [30]
                0.00    0.00      40/87          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [7]
-----------------------------------------------
                0.00    0.00      20/20          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [32]
[31]     0.0    0.00    0.00      20         std::allocator<std::string>::allocator(std::allocator<std::string> const&) [31]
                0.00    0.00      20/20          __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [29]
-----------------------------------------------
                0.00    0.00      20/20          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [33]
[32]     0.0    0.00    0.00      20         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [32]
                0.00    0.00      20/20          std::allocator<std::string>::allocator(std::allocator<std::string> const&) [31]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [34]
[33]     0.0    0.00    0.00      20         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [33]
                0.00    0.00      20/20          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [32]
                0.00    0.00      20/33          std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [17]
-----------------------------------------------
                0.00    0.00       4/20          IOHandler::createIterationHistory() [200]
                0.00    0.00       8/20          Command::Command(Command const&) [55]
                0.00    0.00       8/20          Command::getParams() [54]
[34]     0.0    0.00    0.00      20         std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [34]
                0.00    0.00      20/44          std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const [12]
                0.00    0.00      20/95          std::vector<std::string, std::allocator<std::string> >::size() const [6]
                0.00    0.00      20/20          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [33]
                0.00    0.00      20/24          std::vector<std::string, std::allocator<std::string> >::end() const [18]
                0.00    0.00      20/24          std::vector<std::string, std::allocator<std::string> >::begin() const [19]
                0.00    0.00      20/21          std::string* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::string>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::allocator<std::string>&) [28]
-----------------------------------------------
                0.00    0.00      18/18          Runner::runChain(std::string, std::vector<Command, std::allocator<Command> >&, IOHandler&, DirHandler&, JobsHandler&, bool) [75]
[35]     0.0    0.00    0.00      18         Command::getCmd() [35]
-----------------------------------------------
                0.00    0.00       1/17          std::vector<Job, std::allocator<Job> >::_M_check_len(unsigned int, char const*) const [147]
                0.00    0.00       4/17          std::vector<Command, std::allocator<Command> >::_M_check_len(unsigned int, char const*) const [81]
                0.00    0.00      12/17          std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [44]
[36]     0.0    0.00    0.00      17         unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [36]
-----------------------------------------------
                0.00    0.00       8/16          std::vector<Command, std::allocator<Command> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Command*, std::vector<Command, std::allocator<Command> > >, Command const&) [85]
                0.00    0.00       8/16          __gnu_cxx::__normal_iterator<Command*, std::vector<Command, std::allocator<Command> > >::difference_type __gnu_cxx::operator-<Command*, std::vector<Command, std::allocator<Command> > >(__gnu_cxx::__normal_iterator<Command*, std::vector<Command, std::allocator<Command> > > const&, __gnu_cxx::__normal_iterator<Command*, std::vector<Command, std::allocator<Command> > > const&) [80]
[37]     0.0    0.00    0.00      16         __gnu_cxx::__normal_iterator<Command*, std::vector<Command, std::allocator<Command> > >::base() const [37]
-----------------------------------------------
                0.00    0.00      14/14          std::string* std::__uninitialized_copy<false>::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*) [26]
[38]     0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator++() [38]
-----------------------------------------------
                0.00    0.00      14/14          std::string* std::__uninitialized_copy<false>::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*) [26]
[39]     0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [39]
-----------------------------------------------
                0.00    0.00       1/14          std::vector<std::string, std::allocator<std::string> >::insert(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [253]
                0.00    0.00       3/14          std::vector<std::string, std::allocator<std::string> >::operator=(std::vector<std::string, std::allocator<std::string> > const&) [92]
                0.00    0.00       5/14          std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [72]
                0.00    0.00       5/14          std::vector<std::string, std::allocator<std::string> >::erase(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [91]
[40]     0.0    0.00    0.00      14         std::vector<std::string, std::allocator<std::string> >::end() [40]
                0.00    0.00      14/66          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [9]
-----------------------------------------------
                0.00    0.00      13/13          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [42]
[41]     0.0    0.00    0.00      13         __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [41]
                0.00    0.00      13/42          operator new(unsigned int, void*) [14]
-----------------------------------------------
                0.00    0.00       5/13          std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [72]
                0.00    0.00       8/13          std::vector<std::string, std::allocator<std::string> >::insert(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [253]
[42]     0.0    0.00    0.00      13         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [42]
                0.00    0.00      25/87          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [7]
                0.00    0.00      24/24          std::string* std::__uninitialized_move_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&) [24]
                0.00    0.00      13/13          __gnu_cxx::new_allocator<std::string>::construct(std::string*, std::string const&) [41]
                0.00    0.00      12/12          std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [44]
                0.00    0.00      12/35          std::vector<std::string, std::allocator<std::string> >::begin() [16]
                0.00    0.00      12/20          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [30]
                0.00    0.00      12/33          std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [17]
                0.00    0.00       1/1           std::string* std::copy_backward<std::string*, std::string*>(std::string*, std::string*, std::string*) [164]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [146]
-----------------------------------------------
                0.00    0.00       4/12          __gnu_cxx::new_allocator<Command>::allocate(unsigned int, void const*) [77]
                0.00    0.00       8/12          std::vector<Command, std::allocator<Command> >::max_size() const [58]
[43]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<Command>::max_size() const [43]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [42]
[44]     0.0    0.00    0.00      12         std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned int, char const*) const [44]
                0.00    0.00      48/95          std::vector<std::string, std::allocator<std::string> >::size() const [6]
                0.00    0.00      24/24          std::vector<std::string, std::allocator<std::string> >::max_size() const [20]
                0.00    0.00      12/17          unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [36]
-----------------------------------------------
                0.00    0.00       3/10          void std::_Destroy<Command>(Command*) [271]
                0.00    0.00       3/10          Runner::runChain(std::string, std::vector<Command, std::allocator<Command> >&, IOHandler&, DirHandler&, JobsHandler&, bool) [75]
                0.00    0.00       4/10          Parser::addCommand(std::vector<Command, std::allocator<Command> >&, std::vector<std::string, std::allocator<std::string> >&, std::string&, std::string&, bool&) [73]
[45]     0.0    0.00    0.00      10         Command::~Command() [45]
-----------------------------------------------
                0.00    0.00       4/10          Runner::runChain(std::string, std::vector<Command, std::allocator<Command> >&, IOHandler&, DirHandler&, JobsHandler&, bool) [75]
                0.00    0.00       6/10          Parser::parseLine(std::string&, std::vector<Command, std::allocator<Command> >&) [74]
[46]     0.0    0.00    0.00      10         std::vector<Command, std::allocator<Command> >::operator[](unsigned int) [46]
-----------------------------------------------
                0.00    0.00       9/9           Parser::parseLine(std::string&, std::vector<Command, std::allocator<Command> >&) [74]
[47]     0.0    0.00    0.00       9         Parser::getWord(std::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >&, std::string&) [47]
